class,tweet
1,"yeah I'm a bitch, but guess what? you're still a slut."
0,"a box full of yellow crayons."
1,"Niggas actin like hoes most of em bitches"
0,"Does anyone know of a good pet sitter in CLE/Northeast Ohio? Specifically cats and birds. Thanks! CLEpets neo clevelan"
0,"I keep running under trees or when birds fly to avoid their, erm, being targeted by their lack of a digestive system."
1,"perfect smoking weather haha bro I ain't even in my hood yet and I already got hoes trying to say was up from other towns"
1,"Hunkie is resorting to dick kicks"
1,"Taught ma lil niggah how to treat a girl"
1,"shut up faggot"
0,"That's ghetto for super duper! It's the current generations best complement."
1,"i want a dyke clique"
1,"Distance is a fucking bitch."
1,"I beat that pussy up up up up"
1,"Cause lord know if another bitch call yo nigga handsome and he entertain it ALL HELL gonna break loose"
1,"Tbt nigguh"
1,"Put ya hands up if you a Grade A bitch"
1,"I feel like a bad bitch when I wear my rhinestoned pocket jeans ."
1,"The Redskins trash as fuck for not getting that"
1,"I woke up in a bed full of bitches that I ain't eeeen fuckin"
0,"Charlie BrownA Christmas StoryRudolph, but only because of the island of misfit toys."
1,"When I see you walk up I think hoe"
1,"bitch who's fucking playing but you and how would u know what I smoke I don't fuck with friendly ass niggas"
0,"Jihadis specifically asking for international schools in Saudi to be targeted RealThreat"
1,"Hoes, hoes ain't nothin but hoes."
0,"I hate my dog's name It sounds so ghetto."
0,"sounds like gypos to me - they used to do this all the time where I lived"
1,"Cheated my way to get? Hahaha this bitch funny if youre so worried about me then stop subtweeting me dumb ass"
0,"on the first day of school, my backpack had no paper and no books. all it had were 4 granola bars, a brownie, and a bag of cookies."
0,"Or their music is trash"
0,"Attack animals, last house on the left by the lake, and she got colored eyes we should have known.! Lol"
0,"Heard you was talkin trash like I wouldn't find out"
1,"funky hoe you gone solo"
1,"nigger you are bigger than I am. Do you even R4aperSec ?"
0,"lol to get the yellow bleach stain out use a baking soda hydrogen peroxide paste on the stain and throw in the washer"
0,"Yanks won't make the playoffs but we ain't in the AL basement. That's the Red Sox position"
0,"today i start breaking in a new pair of docs have mercy on my soles"
0,"msnbc new census questions=tempest in teapot,ACA stays,costs down,7.5mil+getting covered is a success story to"
1,"I like saying the word pussy hoe ion no why!"
0,"he's still a pogue though"
0,"my anaconda don't want none, unless you defeat the Huns, son"
1,"Why you talking to hoes about bro nem?!"
0,"Goodbye hop plants ! Time to dink u! Luv it!"
1,"Every man can't have a bad bitch. But in this country if you got 100$ cash and r willing to go where poverty roams, you"
1,"Free Ballout lil bitch"
1,"Ware da colored elite meet to eat"
1,"This bitch wanna smoke all of my weed,"
1,"r u african because ur african bitch"
0,"Your grammar is trash."
1,"The tweeter gurl is on Tumblr using a taser on roaches that I'm assuming are in her house. You bitches have no shame."
0,"Jimmy and s two-man doo-wop performance just went live on YouTube! FallonTonight htt"
0,"Scandal sex scene airs on ABC right after It's the Great Pumpkin, Charlie Brown, making parents angry"
0,"ugh"
0,"Can't stop eating graham crackers"
0,"Congratulations Ichiro! That leadoff base hit in the 8th is hit No. 2,800 in his career!"
1,"Not trash, just plain as fuck for $225. And come on, no elephant print on a 3?"
0,"If your girl didn't camp out overnight to buy you the iPhone 6 your pee pee is trash"
1,"Point proven ima catch you bitch ok bud"
1,"Can you call someone a racist, then call them white bitch in the same sentence without losing credibility?"
1,"what a hoe"
0,"Pakistani Christian Couple burnt alive in Kasur Punjab"
1,"u a regular nig, u played out b lol ima b Ig famousthese days that counts for somethin"
0,"If ever sports seemed scripted , this ending to this Yankee game proved it"
1,"I got ugly niggah problems. Lol but you got pretty niggah problems. Too bad they the same problem."
0,"U-turns on yellow) NO ACEPTAR ESTE LUZ ROJO! ( Lights taking too long make me bilingual )"
1,"Asian pussy?"
0,"I've seen MajorLeauge with Charlie Sheen and the Giants committed sin when they worshipped barrybonds as a batting coach>"
0,"ugh , put one 420 dead center off him"
1,"top notch hoes get the most not the lesser"
0,"I'm a little teapot short and Irish artist of the year AMAsEMABiggestFans1D"
1,"I called at least 20 times to make my hair appointment and these bitches don't pick -.- guess I have to stop in to make an appointment Grrr"
0,"Bad monkey! AmazingTiming"
1,"grow a pair pussy"
0,"Finished Yankeeography and still hate the Arizona D'backs for winning in 2001, Yankees shoulda had that"
1,"Watching Deadly Women. This malicious bitch left 50 babies out in the sun so they can bake to death. Wtf."
1,"If she ever been on a club flyer, She a hoe."
0,"Drita is that nicca! Lmao"
1,"Y'all some bitches"
1,"Eventually every bitch turns into that hoe. Truuu"
1,"Chillin in the hood with my retarded ass homegirl. I feel at home."
0,"See the jumbotron? Thats where the jig is"
0,"Twitter's home button is a birdhouse. When you join you're an egg. The logo is a bird. Most people don't realize this."
0,"Memorial Weekend early bird wine walk price is still available! We have 21 participating locations"
1,"Idgaf what u do to get it long as u go hard in that. Sell drugs, credit cards, checks, strip, sell pussy, whatever. Jst dn't b half-assed!"
1,"Look at this faggot"
1,"WATCH Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On Distribution Day tcot lnyhbt pjnet tgdn gop"
1,"Charlie Sheen is a fucking boss"
1,"Abby doesnt understand how beautiful she is, bitch you is straight up trippin. You know guys be droolin boutchu. Dont play. Lmao"
0,"They got David taking out the trash"
1,"Amber wants a million Wiz just like Ok bitch I spend that on 2 cars"
1,"they are both bitches."
1,"Monday, what's up you ugly bitch?"
0,"We gave GunControl a chance. It failed.No more of this GunSense nonsense.MomsDemand is statist trash"
0,"it's a brand new day and the birds they chirpin"
1,"u calling me a pussy but your the one talking shit and making excuses after getting your ass beat stfu with the talking"
0,"Where's the part where Fat Amy goes err wop wobn wefo? thingspeoplesay"
1,"Saying bitch after proving your point."
0,"Sick of all the trash talk and cocky attitudes. shutupandplay Refs have to take control when needed"
0,"another long night with allergies! need better ned than zertec or however you spell it!"
0,"look at you with yellow fever."
0,"Not all men interrupt women to quibble over irrelevant issues for the sole purpose of derailing a conversation, he sa"
1,"Summer time bitch, always wild"
0,"clam it"
1,"like a bitch pic is flirting nowadays"
1,"yall really expect a 40 yr old nigga to still rap about raping hoes and killing his mother? nah"
0,"Are poor little guinea pig died ("
0,"Och hoe wonderbaarlijk dat Jan het alweer met n Marokkaanse BNer aan de stok heeft. Na Fatima, Lamyea, Tofik, nu ook Abdelka te min gevonden"
0,"that pointy nail game is for da birds."
1,"When you eat the pussy so good she can't control her moans"
1,"all them bitches far as fuck from us. We got el gran pollo up this way and it serves us well."
1,"this bitch at the mall shaped like mr. incredible"
1,"Half y'all hoes still got nut in y'all baby hairs , shut up"
1,"Whoever came up with that I don't have no ex's sayin must've been a hoe"
0,"Ill-advised slant call there."
1,"Before I run from a niggah I'll lose the fight"
0,"Found some more of my original yellow bracelets and the first person I thought of was"
0,"Just to settle it once and for all Which came first the Chicken or the Egg? The Egg -- laid by a bird that was not a Chicken"
0,"Dad bought me a brownie shake lovehim"
1,"My dad is such a bitch"
0,"I'm off whenever I feel like it. I'm off til Monday. And you put in your two weeks flip them the bird mannn"
0,"Justice for British seagull spray-painted red by thugs! The bird wont be able to fly anymore! h"
1,"I wish Young Thug made past me the hookah and kept garbage ass tyga out that bitch"
0,"Most trash Halloween candy of all time. Don't debate me on this"
1,"Fuk dat bitch lol voice"
0,"i'd never send my kids to private school because then they would never experience ghetto public school fights"
0,"Oh it's Saturday funny time! You better redneck necognize!"
0,"The incredible scales of celestial bodies."
0,"Today in 1996 Charlie Wilson left office. Should be ranked alongside Lech Wasa for his role in defeating communism."
0,"The new nature area replacing Indian Boundary Park's former zoo is expected to attract a variety of migratory birds"
1,"Justification of my bitch face. Thanks ."
1,"If more Den 5 Niggas can Say dey Fuked Yo bitch U Shuldnt Be cuffin Her"
1,"Why do niggas settle for easy bitches ? Like don't y'all wanna bitch that challenges you to better yoursel"
0,"Praise thy lord for this season of beanies that is upon us"
0,"I laugh Oreos and lady gaga on a Sunday day"
1,"TURNT up with yo bitch in a house party"
0,"Cheers young lady foreverrrr younnnnng *grabs flask and chugs*"
1,"I knw these bitch niggas frm way back if u was ah pussy in 2000 u ah pussy now!"
0,"Madea and this old hillbilly are hilarious together."
1,"Ugliest bitches I've ever seen"
0,"This talking eggplant skurred af"
1,"this account is so incredibly retarded."
1,"he has one called pussy pop I think it's for cats"
0,"That's why I'm partially glad that I have to say Hi ho, Kermit the Frog here to slip into my Kermit voice well."
0,"You've got to have smelt a lot of manure before you can sing like a hillbilly. HankWilliams"
1,"choke on a cactus, bitch."
1,"LMfAOOO this bitch tongue longer than some niggas dicks"
1,"just FaceTime Doms bitch ass"
0,"Since 1914, Derek Jeters 91 multi-hit games vs are 4th most among , behind Gehrigs 121, Ruths 99 an"
1,"4 old hoes, a ponk, and a dyke outchea having girl talk"
0,"probably time to put this twitter feed to bed nyy"
1,"dude your fucking gay you made a twitter just to mock me fucking lowlife"
0,"Wow redskins don't want this"
0,"Not a word on Jihadi stream about the Kurdish female suicide bomber in Kobane. That story undermines their mythology on several levels."
1,"cancel that bitch like Nino"
1,"Bitches be fallin so Inlove w. Niggass and then he go get a new bitch and they try go get a new nigga to try to forget about the"
1,"he bein a bitch"
1,"you are a bitch."
1,"Ok u fat precious lookin ass bitch, u big fat back at the barnyard lookin ass bitch. I can fix my grammar but u still fat"
1,"Great pussy will have you doing shit you would think you would never do"
1,"If your man is happy in his next relationship your fucked up ways are a blessing bitch"
1,"I'm out Slipping mollies in the Jell-O Cosby out here fucking bitches with pudding pops lmao"
0,"Charlie Strong got down to the 53-man roster nearly as quickly as Texans did"
0,"Ran outside mullet flowin', nips shown'. Shotgunned a cold one and yelled, Saturday, welcome back you sexy beast. Mer"
1,"It is impossible for females to be players, pimps, etc They're called hoes"
0,"the kikes want to charge you dollaz for the complete version"
0,"She sounded like a bird crowing"
1,"A girl KNOWS when a bitch likes her boyfriend"
1,"Never did like that bitch"
0,"Jihadis identify a man from Indonesia as the one who carried a massive suicide bombing on Speicher camp Iraq"
1,"Fuck her pussy fuck her mouth fuck her ass cause she nasty"
0,"I like him but I really doubt he even plays We already got a lot in the big man rotation committed to Bosh bird mcbob and shawne"
0,"Then I went inside, in order to hide from mutant bird"
